"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_order","total_sales","total_quantity","total_product","lifespan","avg_order","avg_monthly_spend"
6464,"AW00017463","Nicholas Moore",60,"50 and above","New","2013-06-08",144,1,1774.0,5.0,5,0,1774.0,1774.0
6465,"AW00017464","Jeremy Rodriguez",66,"50 and above","New","2013-06-22",144,1,1785.0,4.0,4,0,1785.0,1785.0
6466,"AW00017465","Arianna Stewart",67,"50 and above","New","2013-06-28",144,1,1765.0,4.0,4,0,1765.0,1765.0
6467,"AW00017466","Thomas Perez",82,"50 and above","New","2013-10-16",140,1,69.0,2.0,2,0,69.0,69.0
6468,"AW00017467","Wyatt Hayes",76,"50 and above","New","2013-06-04",145,1,5.0,1.0,1,0,5.0,5.0
6469,"AW00017468","Jeremiah Gonzalez",82,"50 and above","New","2013-11-10",139,2,129.0,7.0,6,7,64.5,18.0
6470,"AW00017469","Ian Perez",82,"50 and above","New","2013-11-05",140,1,7.0,2.0,2,0,7.0,7.0
6471,"AW00017470","Jaime Carlson",76,"50 and above","New","2013-11-15",139,1,2330.0,2.0,2,0,2330.0,2330.0
6472,"AW00017471","Grace James",81,"50 and above","New","2013-08-04",143,1,40.0,2.0,2,0,40.0,40.0
6473,"AW00017472","Meredith Torres",80,"50 and above","New","2013-12-23",138,1,5.0,1.0,1,0,5.0,5.0
6474,"AW00017473","Ebony Blanco",80,"50 and above","New","2013-09-23",141,1,5.0,1.0,1,0,5.0,5.0
6475,"AW00017474","Jose King",79,"50 and above","New","2013-11-06",139,1,2355.0,2.0,2,0,2355.0,2355.0
6476,"AW00017475","Jackson Green",79,"50 and above","New","2013-11-23",139,1,2371.0,3.0,3,0,2371.0,2371.0
6477,"AW00017476","Alexandria Stewart",78,"50 and above","New","2013-09-30",141,1,1701.0,1.0,1,0,1701.0,1701.0
6478,"AW00017477","Miranda Griffin",77,"50 and above","New","2013-06-15",144,1,1701.0,1.0,1,0,1701.0,1701.0
6479,"AW00017478","Renee Martin",72,"50 and above","Regular","2013-06-06",144,2,4757.0,4.0,4,25,2378.5,190.0
6480,"AW00017479","Kristine Ramos",71,"50 and above","New","2013-06-05",145,2,163.0,5.0,5,1,81.5,163.0
6481,"AW00017480","Lucas Gonzalez",41,"40-49","New","2013-06-17",144,1,1726.0,2.0,2,0,1726.0,1726.0
6482,"AW00017481","Emma Watson",42,"40-49","New","2013-05-03",146,2,127.0,5.0,5,0,63.5,127.0
6483,"AW00017482","Taylor Alexander",42,"40-49","New","2013-08-02",143,2,147.0,5.0,5,4,73.5,37.0
6484,"AW00017483","Logan Gonzalez",42,"40-49","New","2013-06-22",144,2,64.0,5.0,4,3,32.0,21.0
6485,"AW00017484","Armando Carlson",65,"50 and above","New","2013-04-21",146,2,127.0,3.0,3,1,63.5,127.0
6486,"AW00017485","Blake Davis",42,"40-49","New","2013-03-20",147,1,77.0,3.0,3,0,77.0,77.0
6487,"AW00017486","Marissa Foster",42,"40-49","New","2013-04-29",146,1,90.0,3.0,3,0,90.0,90.0
6488,"AW00017487","Nathan Green",42,"40-49","New","2013-08-24",142,1,7.0,2.0,2,0,7.0,7.0
6489,"AW00017488","Jason Adams",42,"40-49","New","2013-03-17",147,1,5.0,1.0,1,0,5.0,5.0
6490,"AW00017489","Jack Evans",42,"40-49","New","2013-05-29",145,1,59.0,2.0,2,0,59.0,59.0
6491,"AW00017490","Grace Moore",42,"40-49","New","2013-11-05",140,1,13.0,2.0,2,0,13.0,13.0
6492,"AW00017491","Kyle Hall",43,"40-49","New","2014-01-01",138,2,127.0,5.0,5,2,63.5,64.0
6493,"AW00017492","Amanda Price",43,"40-49","New","2013-06-20",144,1,84.0,3.0,3,0,84.0,84.0
6494,"AW00017493","Candice Gao",70,"50 and above","New","2013-12-12",138,2,131.0,3.0,3,2,65.5,66.0
6495,"AW00017494","Mathew Alvarez",70,"50 and above","New","2013-05-27",145,2,112.0,3.0,3,0,56.0,112.0
6496,"AW00017495","Corey Sharma",65,"50 and above","New","2013-10-08",140,2,120.0,4.0,4,5,60.0,24.0
6497,"AW00017496","Tabitha Sanz",69,"50 and above","New","2014-01-13",137,2,230.0,5.0,5,3,115.0,77.0
6498,"AW00017497","Maria Collins",39,"30-39","New","2013-07-28",143,1,1717.0,4.0,4,0,1717.0,1717.0
6499,"AW00017498","Daniel Martin",39,"30-39","New","2013-06-16",144,1,565.0,3.0,3,0,565.0,565.0
6500,"AW00017499","Marcus Campbell",39,"30-39","New","2013-11-06",139,1,2295.0,1.0,1,0,2295.0,2295.0
6501,"AW00017500","Cesar Lopez",62,"50 and above","New","2013-12-29",138,2,157.0,4.0,4,2,78.5,79.0
6502,"AW00017501","Marc Carlson",62,"50 and above","New","2013-10-28",140,2,142.0,2.0,2,3,71.0,47.0
6503,"AW00017502","Wayne Kumar",65,"50 and above","VIP","2013-08-16",142,2,6070.0,5.0,5,28,3035.0,217.0
6504,"AW00017503","Molly Suri",65,"50 and above","New","2013-12-26",138,2,99.0,4.0,4,2,49.5,50.0
6505,"AW00017504","Anna Williams",60,"50 and above","Regular","2013-12-04",139,2,4362.0,4.0,4,31,2181.0,141.0
6506,"AW00017505","Hunter Mitchell",44,"40-49","New","2013-05-06",145,1,7.0,2.0,2,0,7.0,7.0
6507,"AW00017506","Alexandria Simmons",46,"40-49","New","2013-02-03",149,1,13.0,2.0,2,0,13.0,13.0
6508,"AW00017507","Alexis Robinson",46,"40-49","New","2013-08-01",143,1,69.0,3.0,3,0,69.0,69.0
6509,"AW00017508","Caroline Bennett",46,"40-49","New","2013-11-22",139,1,2325.0,3.0,3,0,2325.0,2325.0
6510,"AW00017509","Makayla Ramirez",43,"40-49","New","2013-12-10",138,2,98.0,7.0,7,7,49.0,14.0
6511,"AW00017510","Jason Butler",58,"50 and above","Regular","2013-12-18",138,2,4369.0,3.0,3,32,2184.5,137.0
6512,"AW00017511","Tabitha Subram",58,"50 and above","Regular","2013-01-20",149,2,4150.0,5.0,5,21,2075.0,198.0
6513,"AW00017512","Cesar Suri",57,"50 and above","Regular","2013-01-04",150,2,4170.0,4.0,4,20,2085.0,209.0
6514,"AW00017513","Micheal Saunders",63,"50 and above","Regular","2013-01-11",149,2,4260.0,4.0,4,20,2130.0,213.0
6515,"AW00017514","Cedric Zhou",61,"50 and above","Regular","2013-02-03",149,2,4142.0,5.0,5,21,2071.0,197.0
6516,"AW00017515","Lacey Li",50,"50 and above","Regular","2013-04-28",146,2,4143.0,2.0,2,24,2071.5,173.0
6517,"AW00017516","Thomas Foster",46,"40-49","New","2013-12-25",138,1,40.0,2.0,2,0,40.0,40.0
6518,"AW00017517","Daniel Williams",46,"40-49","New","2013-11-23",139,1,40.0,2.0,2,0,40.0,40.0
6519,"AW00017518","Wendy Gill",45,"40-49","New","2013-06-25",144,1,540.0,1.0,1,0,540.0,540.0
6520,"AW00017519","Taylor Rivera",39,"30-39","New","2013-03-22",147,1,59.0,2.0,2,0,59.0,59.0
6521,"AW00017520","Marcus Baker",39,"30-39","New","2013-10-09",140,1,5.0,1.0,1,0,5.0,5.0
6522,"AW00017521","Destiny Jenkins",45,"40-49","New","2013-07-04",144,1,1751.0,2.0,2,0,1751.0,1751.0
6523,"AW00017522","Reginald Sanz",60,"50 and above","New","2013-11-10",139,2,75.0,4.0,4,3,37.5,25.0
6524,"AW00017523","Jordan West",42,"40-49","New","2013-12-26",138,1,5.0,1.0,1,0,5.0,5.0
6525,"AW00017524","Lucas Washington",53,"50 and above","New","2013-11-21",139,1,2317.0,2.0,2,0,2317.0,2317.0
6526,"AW00017525","Adam Wright",61,"50 and above","New","2013-08-18",142,1,5.0,1.0,1,0,5.0,5.0
6527,"AW00017526","Tristan Gonzales",62,"50 and above","New","2013-04-02",147,1,5.0,1.0,1,0,5.0,5.0
6528,"AW00017527","Anna Cook",62,"50 and above","New","2013-10-29",140,1,13.0,2.0,2,0,13.0,13.0
6529,"AW00017528","Whitney Kapoor",62,"50 and above","New","2013-11-07",139,1,55.0,2.0,2,0,55.0,55.0
6530,"AW00017529","Chloe Mitchell",62,"50 and above","New","2013-09-26",141,1,14.0,2.0,2,0,14.0,14.0
6531,"AW00017530","Devin Wood",63,"50 and above","New","2013-07-23",143,1,79.0,3.0,3,0,79.0,79.0
6532,"AW00017531","Isaac Ramirez",63,"50 and above","New","2013-06-13",144,1,14.0,2.0,2,0,14.0,14.0
6533,"AW00017532","Nathan Patterson",63,"50 and above","New","2013-07-09",143,1,5.0,1.0,1,0,5.0,5.0
6534,"AW00017533","Fernando Baker",81,"50 and above","New","2013-07-27",143,1,1736.0,2.0,2,0,1736.0,1736.0
6535,"AW00017534","Robert Griffin",54,"50 and above","New","2013-09-07",141,1,5.0,1.0,1,0,5.0,5.0
6536,"AW00017535","Colleen Guo",48,"40-49","New","2013-11-06",139,1,2406.0,3.0,3,0,2406.0,2406.0
6537,"AW00017536","Benjamin Robinson",48,"40-49","New","2013-11-24",139,1,2377.0,3.0,3,0,2377.0,2377.0
6538,"AW00017537","Courtney Mitchell",54,"50 and above","New","2013-11-17",139,1,2320.0,1.0,1,0,2320.0,2320.0
6539,"AW00017538","Brianna Bell",49,"40-49","New","2013-06-16",144,1,5.0,1.0,1,0,5.0,5.0
6540,"AW00017539","Grace Wilson",55,"50 and above","New","2013-11-07",139,2,205.0,7.0,7,2,102.5,103.0
6541,"AW00017540","Gloria Gutierrez",52,"50 and above","New","2013-02-06",148,1,14.0,2.0,2,0,14.0,14.0
6542,"AW00017541","Kristen Zeng",57,"50 and above","New","2013-05-30",145,1,5.0,1.0,1,0,5.0,5.0
6543,"AW00017542","Bridget Rai",46,"40-49","New","2013-11-14",139,1,2342.0,2.0,2,0,2342.0,2342.0
6544,"AW00017543","Meredith Martin",51,"50 and above","New","2013-11-05",140,1,2415.0,2.0,2,0,2415.0,2415.0
6545,"AW00017544","Eduardo Rogers",57,"50 and above","New","2013-11-05",140,1,2360.0,3.0,3,0,2360.0,2360.0
6546,"AW00017545","Wyatt Ross",57,"50 and above","New","2013-11-17",139,1,2342.0,2.0,2,0,2342.0,2342.0
6547,"AW00017546","Melanie James",52,"50 and above","New","2013-11-02",140,1,2319.0,4.0,4,0,2319.0,2319.0
6548,"AW00017547","Alejandro Yuan",58,"50 and above","New","2013-07-13",143,1,5.0,1.0,1,0,5.0,5.0
6549,"AW00017548","Kaylee Adams",52,"50 and above","New","2013-07-21",143,1,1701.0,1.0,1,0,1701.0,1701.0
6550,"AW00017549","Jonathan Taylor",77,"50 and above","New","2014-01-05",138,1,40.0,2.0,2,0,40.0,40.0
6551,"AW00017550","Mason Edwards",71,"50 and above","New","2013-12-19",138,1,5.0,1.0,1,0,5.0,5.0
6552,"AW00017551","Victoria Torres",77,"50 and above","New","2013-08-22",142,2,161.0,7.0,7,2,80.5,81.0
6553,"AW00017552","Julia Howard",71,"50 and above","New","2013-11-14",139,1,2357.0,3.0,3,0,2357.0,2357.0
6554,"AW00017553","Summer Sanchez",71,"50 and above","New","2013-11-22",139,1,2343.0,4.0,4,0,2343.0,2343.0
6555,"AW00017554","Emma Harris",71,"50 and above","New","2013-02-15",148,1,40.0,2.0,2,0,40.0,40.0
6556,"AW00017555","William Smith",76,"50 and above","New","2013-10-29",140,1,2424.0,4.0,4,0,2424.0,2424.0
6557,"AW00017556","Emily Powell",75,"50 and above","New","2013-04-05",147,1,5.0,1.0,1,0,5.0,5.0
6558,"AW00017557","Matthew Davis",75,"50 and above","New","2013-06-24",144,1,540.0,1.0,1,0,540.0,540.0
6559,"AW00017558","Ian Williams",64,"50 and above","New","2013-10-24",140,1,1750.0,3.0,3,0,1750.0,1750.0
6560,"AW00017559","Kari Suarez",64,"50 and above","New","2013-07-09",143,1,1750.0,4.0,4,0,1750.0,1750.0
6561,"AW00017560","Kaylee Richardson",42,"40-49","New","2013-08-15",142,1,40.0,2.0,2,0,40.0,40.0
6562,"AW00017561","Samantha White",47,"40-49","New","2013-07-23",143,1,1736.0,2.0,2,0,1736.0,1736.0
6563,"AW00017562","Zachary Sharma",41,"40-49","New","2013-06-21",144,1,14.0,2.0,2,0,14.0,14.0
6564,"AW00017563","Jeremiah King",41,"40-49","New","2013-11-19",139,1,2398.0,5.0,5,0,2398.0,2398.0
6565,"AW00017564","Julia West",49,"40-49","New","2013-07-07",143,1,1736.0,2.0,2,0,1736.0,1736.0
6566,"AW00017565","Alexandra Murphy",49,"40-49","New","2013-07-29",143,1,1751.0,2.0,2,0,1751.0,1751.0
6567,"AW00017566","Rachel Martinez",49,"40-49","New","2013-07-16",143,1,1736.0,2.0,2,0,1736.0,1736.0
6568,"AW00017567","Nathaniel Cook",49,"40-49","New","2013-07-03",144,1,1710.0,2.0,2,0,1710.0,1710.0
6569,"AW00017568","Dylan Perry",49,"40-49","New","2013-08-07",142,1,1715.0,3.0,3,0,1715.0,1715.0
6570,"AW00017569","Mya Price",49,"40-49","New","2013-02-26",148,1,64.0,3.0,3,0,64.0,64.0
6571,"AW00017570","Carlos Sanchez",49,"40-49","New","2013-02-26",148,1,69.0,3.0,3,0,69.0,69.0
6572,"AW00017571","James Li",45,"40-49","New","2013-08-17",142,1,1764.0,3.0,3,0,1764.0,1764.0
6573,"AW00017572","Lucas Edwards",50,"50 and above","New","2013-08-13",142,1,1736.0,2.0,2,0,1736.0,1736.0
6574,"AW00017573","Caroline Ross",50,"50 and above","New","2013-08-13",142,1,1736.0,2.0,2,0,1736.0,1736.0
6575,"AW00017574","Punya Palit",45,"40-49","New","2013-08-07",142,1,1710.0,2.0,2,0,1710.0,1710.0
6576,"AW00017575","Marcus Brown",44,"40-49","New","2013-08-20",142,1,1736.0,2.0,2,0,1736.0,1736.0
6577,"AW00017576","Albert Vazquez",50,"50 and above","New","2013-08-16",142,1,1751.0,2.0,2,0,1751.0,1751.0
6578,"AW00017577","Justin Lee",50,"50 and above","New","2013-07-15",143,1,40.0,2.0,2,0,40.0,40.0
6579,"AW00017578","Megan Thompson",44,"40-49","New","2013-06-09",144,1,7.0,2.0,2,0,7.0,7.0
6580,"AW00017579","Jack Chen",48,"40-49","New","2013-12-09",138,2,151.0,6.0,6,2,75.5,76.0
6581,"AW00017580","Noah White",48,"40-49","New","2013-11-17",139,1,2405.0,3.0,3,0,2405.0,2405.0
6582,"AW00017581","Jack Henderson",48,"40-49","New","2013-11-04",140,1,2369.0,5.0,5,0,2369.0,2369.0
6583,"AW00017582","Katherine Wilson",51,"50 and above","New","2013-11-17",139,1,2399.0,4.0,4,0,2399.0,2399.0
6584,"AW00017583","Stephanie Cook",45,"40-49","New","2013-02-14",148,1,40.0,2.0,2,0,40.0,40.0
6585,"AW00017584","Lisa Liu",51,"50 and above","New","2014-01-26",137,1,40.0,2.0,2,0,40.0,40.0
6586,"AW00017585","Seth Griffin",51,"50 and above","New","2013-12-04",139,2,165.0,4.0,4,8,82.5,21.0
6587,"AW00017586","Cassidy Patterson",52,"50 and above","New","2013-10-05",141,1,1751.0,2.0,2,0,1751.0,1751.0
6588,"AW00017587","Curtis Liang",44,"40-49","New","2013-11-04",140,1,5.0,1.0,1,0,5.0,5.0
6589,"AW00017588","Gavin Bennett",49,"40-49","New","2013-11-11",139,1,14.0,2.0,2,0,14.0,14.0
6590,"AW00017589","Melanie Brooks",49,"40-49","New","2014-01-22",137,1,60.0,2.0,2,0,60.0,60.0
6591,"AW00017590","Garrett Cox",43,"40-49","New","2013-03-03",148,1,5.0,1.0,1,0,5.0,5.0
6592,"AW00017591","Spencer Hughes",49,"40-49","New","2013-11-27",139,1,2337.0,4.0,4,0,2337.0,2337.0
6593,"AW00017592","Bryan Sanders",43,"40-49","New","2013-11-23",139,1,2335.0,3.0,3,0,2335.0,2335.0
6594,"AW00017593","Richard Butler",49,"40-49","New","2013-11-04",140,1,2381.0,3.0,3,0,2381.0,2381.0
6595,"AW00017594","Michelle Cook",49,"40-49","New","2013-11-27",139,1,2377.0,3.0,3,0,2377.0,2377.0
6596,"AW00017595","Benjamin Garcia",41,"40-49","New","2013-11-15",139,1,1786.0,3.0,3,0,1786.0,1786.0
6597,"AW00017596","Adrienne Vazquez",53,"50 and above","New","2013-08-13",142,1,1751.0,2.0,2,0,1751.0,1751.0
6598,"AW00017597","Sarah Diaz",53,"50 and above","New","2013-08-20",142,1,1724.0,4.0,4,0,1724.0,1724.0
6599,"AW00017598","Cameron Harris",47,"40-49","New","2013-08-05",143,1,40.0,2.0,2,0,40.0,40.0
6600,"AW00017599","Sebastian Cooper",53,"50 and above","New","2013-08-05",143,1,14.0,2.0,2,0,14.0,14.0
6601,"AW00017600","Timothy Brooks",53,"50 and above","New","2013-08-10",142,1,1775.0,3.0,3,0,1775.0,1775.0
6602,"AW00017601","Jose Hall",53,"50 and above","New","2013-06-25",144,2,226.0,8.0,8,4,113.0,57.0
6603,"AW00017602","Dalton Williams",53,"50 and above","New","2013-08-08",142,1,5.0,1.0,1,0,5.0,5.0
6604,"AW00017603","Anna Patterson",44,"40-49","New","2013-09-22",141,1,5.0,1.0,1,0,5.0,5.0
6605,"AW00017604","Noah Robinson",50,"50 and above","New","2013-10-30",140,1,2370.0,4.0,4,0,2370.0,2370.0
6606,"AW00017605","Jon Ma",50,"50 and above","New","2013-04-18",146,1,40.0,2.0,2,0,40.0,40.0
6607,"AW00017606","Jacqueline Peterson",50,"50 and above","New","2013-09-16",141,1,5.0,1.0,1,0,5.0,5.0
6608,"AW00017607","Frederick Gonzalez",49,"40-49","New","2013-08-30",142,1,55.0,2.0,2,0,55.0,55.0
6609,"AW00017608","Carlos Cooper",54,"50 and above","New","2013-08-06",142,1,1701.0,1.0,1,0,1701.0,1701.0
6610,"AW00017609","Charles Davis",49,"40-49","New","2013-08-01",143,1,1726.0,2.0,2,0,1726.0,1726.0
6611,"AW00017610","Anna White",54,"50 and above","New","2013-06-10",144,1,40.0,2.0,2,0,40.0,40.0
6612,"AW00017611","Luis Butler",54,"50 and above","New","2013-05-18",145,1,40.0,2.0,2,0,40.0,40.0
6613,"AW00017612","Courtney Parker",54,"50 and above","New","2013-11-24",139,1,2352.0,3.0,3,0,2352.0,2352.0
6614,"AW00017613","Dakota Bryant",54,"50 and above","New","2013-09-25",141,1,2402.0,4.0,4,0,2402.0,2402.0
6615,"AW00017614","Mason Cook",54,"50 and above","New","2013-08-09",142,1,1701.0,1.0,1,0,1701.0,1701.0
6616,"AW00017615","Brittany Long",55,"50 and above","New","2013-08-06",142,1,1764.0,3.0,3,0,1764.0,1764.0
6617,"AW00017616","Daniel Weisman",44,"40-49","New","2013-04-25",146,1,5.0,1.0,1,0,5.0,5.0
6618,"AW00017617","Abigail Simmons",55,"50 and above","New","2013-08-07",142,1,1755.0,2.0,2,0,1755.0,1755.0
6619,"AW00017618","Ramon Liu",49,"40-49","New","2013-08-17",142,1,40.0,2.0,2,0,40.0,40.0
6620,"AW00017619","Chloe Smith",96,"50 and above","New","2013-11-21",139,2,164.0,6.0,5,5,82.0,33.0
6621,"AW00017620","Miranda Coleman",55,"50 and above","New","2013-08-03",143,1,1701.0,1.0,1,0,1701.0,1701.0
6622,"AW00017621","Brianna Price",56,"50 and above","New","2013-08-19",142,1,1732.0,4.0,4,0,1732.0,1732.0
6623,"AW00017622","Courtney Young",51,"50 and above","New","2013-09-16",141,1,2375.0,2.0,2,0,2375.0,2375.0
6624,"AW00017623","Austin Robinson",51,"50 and above","New","2013-11-05",140,1,2327.0,3.0,3,0,2327.0,2327.0
6625,"AW00017624","Samantha Alexander",56,"50 and above","New","2013-11-04",140,1,2357.0,3.0,3,0,2357.0,2357.0
6626,"AW00017625","Mason Allen",56,"50 and above","New","2013-09-27",141,1,2432.0,5.0,5,0,2432.0,2432.0
6627,"AW00017626","Alfredo Blanco",45,"40-49","New","2013-06-16",144,2,3001.0,3.0,3,11,1500.5,273.0
6628,"AW00017627","Dennis Chen",45,"40-49","Regular","2013-06-19",144,2,3021.0,5.0,5,12,1510.5,252.0
6629,"AW00017628","Roberto Munoz",47,"40-49","New","2013-05-11",145,2,106.0,6.0,6,3,53.0,35.0
6630,"AW00017629","Tabitha Torres",42,"40-49","New","2013-02-04",149,2,4173.0,4.0,4,4,2086.5,1043.0
6631,"AW00017630","Gilbert Zhang",46,"40-49","New","2013-02-07",148,1,5.0,1.0,1,0,5.0,5.0
6632,"AW00017631","Cara He",46,"40-49","New","2013-03-18",147,1,98.0,4.0,4,0,98.0,98.0
6633,"AW00017632","Jimmy Serrano",46,"40-49","Regular","2013-07-12",143,2,3001.0,5.0,5,12,1500.5,250.0
6634,"AW00017633","Gary Dominguez",47,"40-49","New","2013-04-05",147,2,2732.0,5.0,5,10,1366.0,273.0
6635,"AW00017634","Kaitlin Rana",47,"40-49","New","2013-04-22",146,2,2736.0,3.0,3,11,1368.0,249.0
6636,"AW00017635","Terry Deng",47,"40-49","New","2013-03-18",147,2,4153.0,3.0,3,6,2076.5,692.0
6637,"AW00017636","Ross Srini",47,"40-49","New","2013-10-04",141,1,74.0,4.0,4,0,74.0,74.0
6638,"AW00017637","Arturo Tang",41,"40-49","New","2013-02-12",148,1,150.0,3.0,3,0,150.0,150.0
6639,"AW00017638","Clarence Zheng",47,"40-49","New","2013-12-07",138,1,70.0,3.0,3,0,70.0,70.0
6640,"AW00017639","Heather Ma",42,"40-49","New","2013-07-18",143,2,3075.0,4.0,4,11,1537.5,280.0
6641,"AW00017640","Haley Allen",103,"50 and above","New","2013-02-20",148,1,25.0,1.0,1,0,25.0,25.0
6642,"AW00017641","Lorrin Smith-Bates",48,"40-49","New","2013-05-16",145,2,2736.0,3.0,3,11,1368.0,249.0
6643,"AW00017642","Gregory Luo",48,"40-49","New","2013-12-13",138,2,33.0,5.0,5,8,16.5,4.0
6644,"AW00017643","Wesley Cai",48,"40-49","New","2013-11-07",139,1,70.0,3.0,3,0,70.0,70.0
6645,"AW00017644","Rebecca Adams",48,"40-49","New","2013-01-05",150,2,3017.0,3.0,3,5,1508.5,603.0
6646,"AW00017645","Albert Alonso",48,"40-49","New","2013-11-12",139,2,132.0,4.0,4,1,66.0,132.0
6647,"AW00017646","Leah Xu",43,"40-49","New","2013-05-19",145,2,2751.0,3.0,3,11,1375.5,250.0
6648,"AW00017647","Molly Lopez",48,"40-49","Regular","2013-11-01",140,3,4122.0,5.0,5,16,1374.0,258.0
6649,"AW00017648","Gilbert Sharma",48,"40-49","Regular","2013-11-16",139,3,4122.0,7.0,7,16,1374.0,258.0
6650,"AW00017649","Ronald Mehta",48,"40-49","New","2013-02-14",148,1,4.0,1.0,1,0,4.0,4.0
6651,"AW00017650","Jessica Sanders",43,"40-49","New","2013-11-09",139,1,39.0,2.0,2,0,39.0,39.0
6652,"AW00017651","Ethan Butler",49,"40-49","Regular","2013-11-25",139,3,4179.0,9.0,9,17,1393.0,246.0
6653,"AW00017652","Javier Vazquez",49,"40-49","New","2013-04-23",146,1,14.0,3.0,3,0,14.0,14.0
6654,"AW00017653","Linda Vazquez",43,"40-49","New","2013-05-10",145,1,40.0,2.0,2,0,40.0,40.0
6655,"AW00017654","Caroline Alexander",44,"40-49","New","2013-11-16",139,1,1760.0,3.0,3,0,1760.0,1760.0
6656,"AW00017655","Angela S├ínchez",45,"40-49","New","2013-11-24",139,1,1751.0,2.0,2,0,1751.0,1751.0
6657,"AW00017656","Carol Martinez",45,"40-49","New","2013-11-20",139,1,578.0,4.0,4,0,578.0,578.0
6658,"AW00017657","Noah Martin",44,"40-49","New","2014-01-03",138,2,113.0,5.0,5,10,56.5,11.0
6659,"AW00017658","Jade Howard",90,"50 and above","New","2013-08-26",142,1,7.0,2.0,2,0,7.0,7.0
6660,"AW00017659","Jodi Tang",53,"50 and above","New","2013-08-04",143,1,1710.0,2.0,2,0,1710.0,1710.0
6661,"AW00017660","Seth Young",53,"50 and above","New","2013-08-07",142,1,1715.0,3.0,3,0,1715.0,1715.0
6662,"AW00017661","Natalie Smith",65,"50 and above","New","2013-08-06",142,1,1710.0,2.0,2,0,1710.0,1710.0
6663,"AW00017662","Jose Washington",59,"50 and above","New","2013-08-04",143,1,1764.0,3.0,3,0,1764.0,1764.0
6664,"AW00017663","Elizabeth Hayes",59,"50 and above","New","2013-03-23",147,1,7.0,2.0,2,0,7.0,7.0
6665,"AW00017664","Devin Robinson",53,"50 and above","New","2013-06-04",145,1,624.0,5.0,5,0,624.0,624.0
6666,"AW00017665","Zachary Jenkins",64,"50 and above","New","2013-11-03",140,1,40.0,2.0,2,0,40.0,40.0
6667,"AW00017666","Steven Torres",58,"50 and above","New","2013-08-27",142,1,1736.0,2.0,2,0,1736.0,1736.0
6668,"AW00017667","Jaime Rai",64,"50 and above","New","2013-08-15",142,1,1760.0,3.0,3,0,1760.0,1760.0
6669,"AW00017668","Eduardo Peterson",63,"50 and above","New","2013-06-24",144,1,554.0,3.0,3,0,554.0,554.0
6670,"AW00017669","Olivia Rivera",63,"50 and above","New","2013-06-22",144,1,624.0,5.0,5,0,624.0,624.0
6671,"AW00017670","Gabrielle Alexander",63,"50 and above","New","2013-06-05",145,1,540.0,1.0,1,0,540.0,540.0
6672,"AW00017671","Emma Stewart",63,"50 and above","New","2013-06-13",144,1,565.0,3.0,3,0,565.0,565.0
6673,"AW00017672","Thomas Coleman",63,"50 and above","New","2013-06-13",144,1,540.0,1.0,1,0,540.0,540.0
6674,"AW00017673","Amber Scott",63,"50 and above","New","2014-01-12",137,1,5.0,1.0,1,0,5.0,5.0
6675,"AW00017674","Kevin Wang",45,"40-49","New","2013-09-18",141,1,40.0,2.0,2,0,40.0,40.0
6676,"AW00017675","Rosa Li",62,"50 and above","New","2013-10-27",140,1,125.0,2.0,2,0,125.0,125.0
6677,"AW00017676","Eugene Yang",62,"50 and above","New","2013-06-01",145,1,604.0,2.0,2,0,604.0,604.0
6678,"AW00017677","Lawrence Hernandez",61,"50 and above","New","2013-07-31",143,1,1736.0,2.0,2,0,1736.0,1736.0
6679,"AW00017678","Julio Blanco",61,"50 and above","New","2013-09-01",142,1,1736.0,2.0,2,0,1736.0,1736.0
6680,"AW00017679","Joe Mehta",61,"50 and above","New","2013-10-19",140,1,40.0,2.0,2,0,40.0,40.0
6681,"AW00017680","Mackenzie Gray",62,"50 and above","New","2014-01-15",137,2,222.0,7.0,7,4,111.0,56.0
6682,"AW00017681","Robert Carter",50,"50 and above","New","2013-09-16",141,1,1736.0,2.0,2,0,1736.0,1736.0
6683,"AW00017682","Anna Ramirez",55,"50 and above","New","2013-07-08",143,1,69.0,2.0,2,0,69.0,69.0
6684,"AW00017683","Jenna Evans",45,"40-49","New","2013-03-08",147,1,5.0,1.0,1,0,5.0,5.0
6685,"AW00017684","Leslie Gomez",61,"50 and above","New","2013-11-17",139,1,5.0,1.0,1,0,5.0,5.0
6686,"AW00017685","Diana Torres",61,"50 and above","New","2013-02-01",149,1,5.0,1.0,1,0,5.0,5.0
6687,"AW00017686","Jack Griffin",60,"50 and above","New","2014-01-25",137,2,104.0,6.0,6,8,52.0,13.0
6688,"AW00017687","Miguel Turner",60,"50 and above","New","2013-12-05",139,1,40.0,2.0,2,0,40.0,40.0
6689,"AW00017688","Pedro Subram",60,"50 and above","New","2013-08-24",142,1,5.0,1.0,1,0,5.0,5.0
6690,"AW00017689","Mary Young",47,"40-49","New","2013-07-14",143,1,5.0,1.0,1,0,5.0,5.0
6691,"AW00017690","Jenna Gonzalez",47,"40-49","New","2013-09-02",142,1,1701.0,1.0,1,0,1701.0,1701.0
6692,"AW00017691","Alexandria Bradley",46,"40-49","New","2013-11-09",139,1,1779.0,3.0,3,0,1779.0,1779.0
6693,"AW00017692","Emily Smith",46,"40-49","New","2013-09-04",142,1,14.0,2.0,2,0,14.0,14.0
6694,"AW00017693","Justin Jenkins",41,"40-49","New","2013-03-30",147,1,14.0,2.0,2,0,14.0,14.0
